issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem
,FID STOCK SELECTORLARGE CAP VALUE FD (1),,,,"272,175",,44,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLE TD2045 FD (1),,,,"107,140",,44,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLE TD2050 FD (1),,,,"174,440",,44,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLE TD2060 FD (1),,,,"9,868",,44,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLE TD2065 FD (1),,,,"3,324",,44,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLEEMERGING MARKETS FD (1),,,,"40,892",,44,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLEINTERNATIONAL EQ FD (1),,,,"43,869",,45,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLEMULTI-ASSET FD (1),,,,224,,45,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLETD 2040 FD (1),,,,"70,380",,45,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID SUSTAINABLEU.S. EQUITY FUND (1),,,,"56,118",,45,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID TOTAL BOND K6 (1),,,,"165,695,177",,45,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID TOTAL MKT IDX (1),,,,"546,183,603",,45,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID US BOND IDX (1),,,,"132,796,577",,45,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID US SUSTAINBLTY (1),INDEX FUND,,,"590,214",,45,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID VALUE DISCOV K6 (1),,,,"131,761,030",,45,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID VALUE K (1),,,,"415,297,472",,45,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FID VALUE STRAT K (1),,,,"36,044,726",,45,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISOR FLRATE HIGH INC CL I (1),,,,"4,856",,45,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISOR MIDCAP VALUE CL I (1),,,,291,,45,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORBIOTECHNOLOGY CL I (1),,,,900,,45,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORDIVIDEND GROWTH CL I (1),,,,713,,45,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISOREQUITY GROWTH CL I (1),,,,"117,904",,45,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORFOCUSED EMERG MKTS I (1),,,,32,,45,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORGLOBAL CAP APP CL I (1),,,,308,,45,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORGROWTH OPPTY CL I (1),,,,"1,383",,45,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORHEALTH CARE CL I (1),,,,116,,45,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORINT'L DISCOVERY CL I (1),,,,589,,45,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORJAPAN FUND CL I (1),,,,"71,480",,45,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORMULTI-ASSET INCOME I (1),,,,271,,45,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORREAL ESTATE CL I (1),,,,"297,919",,45,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORREAL ESTATE INCOME Z (1),,,,"37,497",,45,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORSEMICONDUCTORS FUND (1),,,,"5,437",,45,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORSMALL CAP GRWTH CL Z (1),,,,"120,221",,45,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORSMALL CAP VALUE CL I (1),,,,"216,599",,45,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORTECHNOLOGY FD CL Z (1),,,,"46,345",,45,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ADVISORTOTAL BOND CL I (1),,,,"93,487",,45,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY AGRICULTURLPRODUCT FUND (1),,,,"344,120",,45,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ASSETMANAGER 50% (1),,,,"178,056",,45,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ASSETMANAGER 85% (1),,,,3,,45,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY BLUE CHIPVALUE (1),,,,"10,207",,45,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY CANADA (1),,,,"1,295,482",,45,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY CAPITAL &INCOME (1),,,,"1,509,097",,45,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY CAPITALAPPRECIATION (1),,,,"919,170",,45,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY CHINAREGION (1),,,,"4,300,294",,45,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY CLIMATEACTION FUND (1),,,,"834,178",,45,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY CONSERVATIVINCOME BOND FD (1),,,,134,,45,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY CONVERTIBLESECURITIES (1),,,,"257,542",,45,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY CORPORATEBOND FUND (1),,,,"115,868",,45,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY DISCIPLINEDEQUITY (1),,,,"387,998",,45,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY DISRUPTIVEAUTOMATION  (1),ETF,,,"85,130",,45,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY DISRUPTIVECOMMUNICATIONS  (1),ETF,,,"141,605",,45,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY DISRUPTIVEFIN  (1),ETF,,,"84,894",,45,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY DISRUPTIVEMEDICINE  (1),ETF,,,"58,570",,45,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY DISRUPTIVETECH  (1),ETF,,,"197,403",,45,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY DISRUPTORS (1),ETF,,,"225,330",,45,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY DIVIDENDGROWTH (1),,,,"1,978,975",,45,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ENDURINGOPPORTUNITIES FUND (1),,,,"212,198",,46,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ENVIRONMENT& ALTERNATIVE ENERGY (1),,,,"926,286",,46,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY EQUITYMARKET NEUTRAL FUND (1),,,,"9,393",,46,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY EUROPE (1),,,,"17,632",,46,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY EXTENDEDMARKET  (1),INDEX FUND,,,"1,038,580",,46,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY FLOATINGRATE HIGH INCOME (1),,,,"5,155,331",,46,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY FOCUSEDHIGH INCOME FUND (1),,,,"4,929",,46,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY FOCUSEDSTOCK FUND (1),,,,"15,409,043",,46,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY FOUNDERSFUND (1),,,,"1,761,623",,46,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY FREEDOMINDEX 2065 INVESTOR (1),,,,"1,531",,46,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY FREEDOMINDX 2045 INSTL PREM (1),,,,"141,705",,46,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY FREEDOMINDX 2060 INSTL PREM (1),,,,529,,46,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY FUND (1),,,,"1,484,488",,46,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY GLOBAL EXUS  (1),INDEX FUND,,,"284,114",,46,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY GLOBALCREDIT FUND (1),,,,"30,018",,46,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY GLOBALEQUITY INCOME FUND (1),,,,"9,712",,46,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY GNMA FUND (1),,,,"4,547",,46,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY GOVERNMENTCASH RESERVES (1),,,,"109,027,275",,46,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY GROWTHDISCOVERY FUND (1),,,,"3,761,935",,46,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY HEALTHYFUTURE FUND (1),,,,"147,754",,46,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY HEDGEDEQUITY FUND (1),,,,"1,924,392",,46,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY INTERMGOV'T INCOME (1),,,,"15,730",,46,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY INTERNAT'LREAL ESTATE FUND (1),,,,"63,760",,46,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY INT'L BOND (1),INDEX FUND,,,"43,234",,46,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY INTL SMALLCAP OPP FUND (1),,,,"106,501",,46,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY INT'LDISCOVERY (1),,,,"14,430",,46,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY INVESTMENTGRADE (1),,,,"106,328",,46,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY JAPAN (1),,,,"322,338",,46,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY JAPANSMALLER COMPANIES (1),,,,"1,687,787",,46,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY LARGECAP STOCK (1),,,,"111,038",,46,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY LEVERAGEDCOMPANY STOCK (1),,,,"908,009",,46,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY LIMITEDTERM BOND FUND (1),,,,"35,194",,46,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY MACROOPPORTUNITIES FUND (1),,,,"18,846",,46,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY MEGA CAPSTOCK FUND (1),,,,"958,588",,46,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY MID CAPVALUE (1),,,,"1,524,680",,46,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY MULTI ASSET (1),INDEX FUND,,,"492,185",,46,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY MULTI-ASSETINCOME FUND (1),,,,"5,353,264",,46,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY NATURALRESOURCES FUND (1),,,,"1,292,122",,46,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY NEW MARKETSINCOME (1),,,,"97,646",,46,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY NEWMILLENNIUM (1),,,,"4,681,955",,46,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY NORDIC (1),,,,"357,530",,46,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY PACIFICBASIN (1),,,,"232,189",,46,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY REAL ESTATEINCOME (1),,,,"1,666,331",,46,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY REAL ESTATEINVESTMENT (1),,,,"2,599,051",,46,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY RISKPARITY FUND (1),,,,"20,663",,46,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECT MEDTECHNOLOGY & DEVICES (1),,,,"2,749,189",,46,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTAUTOMOTIVE (1),,,,"55,836",,46,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTBANKING PORTFOLIO (1),,,,"7,729,736",,46,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTBIOTECHNOLOGY (1),,,,"11,987,582",,47,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTBROKERAGE & INVS MGT (1),,,,"7,539,752",,47,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTCHEMICALS (1),,,,"186,571",,47,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTCNSMER DSCRTNRY PORT (1),,,,"2,639,347",,47,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTCOMM SERVICES PORT (1),,,,"4,325,624",,47,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTCONSTRUCTN & HOUSING (1),,,,"1,903,972",,47,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTCONSUMER STPLES PORT (1),,,,"1,538,177",,47,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTDEFENSE & AEROSPACE (1),,,,"1,678,041",,47,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTENERGY (1),,,,"12,304,006",,47,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTFINANCIALS PORT (1),,,,"4,257,967",,47,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTFINTECH PORTFOLIO (1),,,,"58,801",,47,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTGOLD (1),,,,"11,403,914",,47,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTHEALTH CARE (1),,,,"4,940,178",,47,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTHEALTH CARE SRVC (1),,,,"854,064",,47,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTINDUSTRIALS PORT (1),,,,"2,209,682",,47,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTINSURANCE (1),,,,"2,900,323",,47,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTLEISURE (1),,,,"723,108",,47,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTMATERIALS PORTFOLIO (1),,,,"836,832",,47,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTPHARMACEUTICAL (1),,,,"2,953,126",,47,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTRETAILING (1),,,,"2,644,202",,47,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTSEMICONDUCTORS PORT (1),,,,"114,346,374",,47,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTSOFTWARE & IT SRVC (1),,,,"8,269,085",,47,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTTECH HARDWARE PORT (1),,,,"507,139",,47,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTTECHNOLOGY (1),,,,"36,175,342",,47,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTTELECOMM (1),,,,"37,984",,47,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTTRANSPORT (1),,,,"380,879",,47,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTUTILITIES PORTFOLIO (1),,,,"3,524,129",,47,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SELECTWIRELESS PORTFOLIOS (1),,,,"25,450",,47,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SHORT TERMBOND (1),,,,"35,190",,47,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SHORT TERMBOND  (1),INDEX FUND,,,"195,246",,47,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY SMALL CAPSTOCK (1),,,,"358,540",,47,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY STOCKSELECTOR FUND (1),,,,"110,001",,47,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY STRATEGICDIVIDEND & INCOME (1),,,,"95,083",,47,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY STRATEGICREAL RETURN (1),,,,"195,867",,47,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY TACTICALBOND FD (1),,,,"126,199",,47,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY TELECOM ANDUTILITIES FUND (1),,,,"598,247",,47,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY TOTAL INT'LEQUITY FUND (1),,,,"336,204",,47,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY TOTAL INTL (1),INDEX FUND,,,"36,236",,47,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY TREASURY (1),MONEY MARKET FUND,,,"222,157",,47,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY TREASURYONLY MONEY MARKET FD (1),,,,578,,47,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY TREND (1),,,,"1,674,326",,47,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY US LOWVOLATILITY EQUITY FD (1),,,,"183,678",,47,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY WATERSUSTAINABILITY FUND (1),,,,"538,227",,47,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY WOMEN'SLEADERSHIP FUND (1),,,,"196,174",,47,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY WORLDWIDE (1),,,,"626,457",,47,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ZERO EXTNDMARKET  (1),INDEX FUND,,,"2,039,162",,47,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ZEROINTERNATIONAL INDEX (1),,,,"2,213,770",,47,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ZEROLARGE CAP  (1),INDEX FUND,,,"7,113,674",,47,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITY ZEROTOTAL MARKET INDEX (1),,,,"13,975,621",,47,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIDELITYINFRASTRUCTURE FUND (1),,,,"807,542",,47,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIMM GOVT INST (1),,,,"283,961,391",,48,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIMM MMKT INST (1),,,,"1,302,896,894",,48,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIMM TREASURY ONLYPORTFOLIO: CL I (1),,,,"1,515,217",,48,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FINANCIALS ULTRASECTOR PRO FD INVS,,,,"70,515",,48,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLE GLOBALINCOME BUILDER CL A,,,,"4,185",,48,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLE GOLDFUND CL I,,,,"279,424",,48,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLE GOLDFUND CLASS C,,,,"3,454",,48,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLE US VALUEFD CLASS I,,,,"13,996",,48,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLEGLOBAL CLASS A,,,,"45,219",,48,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLEGLOBAL CLASS I,,,,"276,958",,48,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLEGOLD CLASS A,,,,"2,394,053",,48,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLEOVERSEAS CLASS A,,,,"55,679",,48,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLEOVERSEAS CLASS I,,,,"422,097",,48,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST EAGLEUS VALUE CLASS A,,,,"90,413",,48,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST FOUNDATIONTOTAL RETURN FUND Y,,,,"226,648",,48,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST TRUST ALTEROPPORTUNITIES CL I,,,,"440,260",,48,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRST TRUST WCMFOCUSED GLOBAL GRWTH,,,,"14,023",,48,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRSTHAND TECHNOLOGYOPPORTUNITIES FUND,,,,"8,136",,48,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FIRSTHANDALTERNATIVE ENERGY,,,,"3,388",,48,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FMI FUND,COMMON STOCK,,,"563,583",,48,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FMI INTERNATIONAL,,,,"692,288",,48,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FMI INTERNATIONALFUND INSTITUTIONAL,,,,"15,223",,48,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FMI LARGE CAP FUND,,,,"4,781",,48,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FORESTER VALUE FUND,,,,"2,867",,48,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FPA CRESCENT FUND,,,,"906,589",,48,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FPA QUEENS ROAD SMCAP VALUE INVSTR,,,,"30,135",,48,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN BIOTECHDISCOVERY FUND A,,,,"54,906",,48,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN DYNATECHCLASS C,,,,"49,558",,48,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN DYNATECHFUND A,,,,"323,245",,48,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN FLOATING RTDAILY ACCESS CL A,,,,"1,000",,48,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN GOLD ANDPRECIOUS METALS CL A,,,,"904,469",,48,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN INCOME CL A,,,,"59,289",,48,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN INCOMECLASS A1,,,,"3,997",,48,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN MANAGEDINCOME FUND CL A,,,,"2,361",,48,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN MUTUALBEACON FUND CLASS A,,,,"4,256",,48,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN MUTUALINTERNATL VALUE A,,,,790,,48,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN MUTUALSHARES FD CLASS A,,,,"44,409",,48,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN NATURALRESOURCES A,,,,"1,207",,48,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN S&P 500 CL A,INDEX FUND,,,"1,362",,48,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN SMALL-MIDCAP GROWTH A,,,,"10,594",,48,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN UTILITIESCL A,,,,"42,070",,48,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN UTILITIESCLASS A1,,,,"9,359",,48,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRANKLIN UTILITIESCLASS C,,,,"12,896",,48,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FRONTIER MFG COREINFRASTRUCTURE SERV,,,,195,,48,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FROST CREDIT FUNDINVESTOR,,,,"11,870",,48,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FROST TOTAL RETURNBOND FD INVESTOR,,,,"17,193",,48,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FULLERTHALER BEHVSM CAP GROWTH INSTL,,,,"462,566",,48,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FULLERTHALER BEHVSMALL CAP EQTY INV,,,,"34,678",,48,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,FULLERTHALER BEHVSMALL CAP GROWTH INV,,,,"97,083",,48,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GABELLI EQUITYINCOME FUND AAA,,,,392,,48,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GABELLI GOLD FUND CLA,,,,"21,012",,49,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GABELLI GOLD FUND CLAAA,,,,"426,771",,49,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GABELLI SMALL CAPGROWTH FUND CL I,,,,"73,667",,49,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GATEWAY EQUITY CALLPREMIUM FUND CL A,,,,"66,055",,49,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GEORGE PUTNAMBALANCED FUND CL A,,,,"15,111",,49,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GLENMEDE LARGE CAPCORE,,,,"205,856",,49,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GLENMEDE LARGE CAPGROWTH,,,,"93,134",,49,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GLENMEDE LONG SHORTPORTFOLIO,,,,"5,274",,49,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,GLENMEDE SECUREDOPTIONS PORTFOLIO,,,,"37,213",,49,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
